step,node
5345,3
5346,30
5347,3
5348,26
5349,12
5350,26
5351,24
5352,26
5353,3
5354,13
5355,3
5356,26
5357,3
5358,30
5359,3
5360,13
5361,16
5362,4
5363,12
5364,4
5365,17
5366,28
5367,4
5368,17
5369,18
5370,17
5371,4
5372,28
5373,14
5374,13
5375,16
5376,22
5377,16
5378,3
5379,13
5380,4
5381,16
5382,22
5383,16
5384,12
5385,17
5386,1
5387,10
5388,24
5389,10
5390,1
5391,10
5392,24
5393,4
5394,12
5395,16
5396,12
5397,16
5398,3
5399,13
5400,16
5401,28
5402,16
5403,28
5404,17
5405,14
5406,28
5407,16
5408,12
5409,4
5410,10
5411,16
5412,4
5413,17
5414,18
5415,4
5416,17
5417,1
5418,16
5419,1
5420,4
5421,12
5422,30
5423,12
5424,16
5425,12
5426,4
5427,24
5428,10
5429,4
5430,12
5431,29
5432,12
5433,17
5434,18
5435,17
5436,18
5437,4
5438,13
5439,16
5440,22
5441,16
5442,12
5443,3
5444,16
5445,3
5446,16
5447,1
5448,24
5449,4
5450,12
5451,26
5452,12
5453,26
5454,12
5455,4
5456,13
5457,12
5458,16
5459,22
5460,16
5461,22
5462,16
5463,12
5464,29
5465,12
5466,16
5467,10
5468,24
5469,26
5470,24
5471,10
5472,1
5473,4
5474,10
5475,4
5476,10
5477,4
5478,10
5479,24
5480,26
5481,24
5482,26
5483,12
5484,26
5485,24
5486,1
5487,16
5488,4
5489,16
5490,3
5491,16
5492,13
5493,4
5494,28
5495,4
5496,12
5497,16
5498,10
5499,1
5500,17
5501,12
5502,30
5503,3
5504,16
5505,28
5506,4
5507,18
5508,29
5509,18
5510,4
5511,16
5512,22
5513,16
5514,28
5515,4
5516,13
5517,14
5518,8
5519,14
5520,28
5521,4
5522,17
5523,14
5524,8
5525,14
5526,17
5527,1
5528,24
5529,26
5530,24
5531,4
5532,1
5533,4
5534,10
5535,16
5536,3
5537,26
5538,3
5539,30
5540,3
5541,16
5542,3
5543,26
5544,3
5545,26
5546,12
5547,26
5548,12
5549,30
5550,3
5551,13
5552,16
5553,3
5554,30
5555,3
5556,30
5557,12
5558,30
5559,3
5560,13
5561,14
5562,8
5563,19
5564,7
5565,19
5566,8
5567,19
5568,8
5569,6
5570,8
5571,11
5572,8
5573,11
5574,6
5575,23
5576,6
5577,5
5578,15
5579,5
5580,23
5581,9
5582,2
5583,23
5584,9
5585,25
5586,7
5587,15
5588,21
5589,25
5590,9
5591,25
5592,2
5593,19
5594,8
5595,6
5596,5
5597,6
5598,20
5599,6
5600,20
5601,6
5602,11
5603,8
5604,19
5605,7
5606,25
5607,2
5608,19
5609,2
5610,19
5611,27
5612,5
5613,8
5614,23
5615,8
5616,19
5617,7
5618,6
5619,27
5620,6
5621,23
5622,15
5623,7
5624,15
5625,11
5626,6
5627,27
5628,6
5629,8
5630,11
5631,8
5632,23
5633,5
5634,23
5635,6
5636,27
5637,5
5638,8
5639,5
5640,8
5641,19
5642,2
5643,20
5644,2
5645,25
5646,15
5647,9
5648,23
5649,5
5650,15
5651,11
5652,15
5653,7
5654,15
5655,9
5656,2
5657,9
5658,23
5659,21
5660,23
5661,9
5662,23
5663,15
5664,7
5665,15
5666,21
5667,23
5668,21
5669,23
5670,21
5671,25
5672,15
5673,23
5674,2
5675,20
5676,2
5677,9
5678,2
5679,23
5680,15
5681,5
5682,6
5683,7
5684,15
5685,9
5686,23
5687,5
5688,6
5689,5
5690,15
5691,5
5692,6
5693,2
5694,25
5695,21
5696,15
5697,7
5698,19
5699,8
5700,23
5701,8
5702,5
5703,6
5704,23
5705,2
5706,20
5707,6
5708,27
5709,6
5710,2
5711,25
5712,7
5713,6
5714,20
5715,6
5716,20
5717,6
5718,27
5719,19
5720,27
5721,19
5722,2
5723,6
5724,23
5725,5
5726,27
5727,6
5728,8
5729,14
5730,28
5731,16
5732,12
5733,29
5734,12
5735,3
5736,12
5737,30
5738,12
5739,16
5740,3
5741,13
5742,4
5743,18
5744,29
5745,12
5746,3
5747,12
5748,16
5749,1
5750,17
5751,18
5752,4
5753,24
5754,1
5755,16
5756,28
5757,14
5758,28
5759,17
5760,28
5761,16
5762,3
5763,30
5764,3
5765,16
5766,12
5767,4
5768,16
5769,13
5770,4
5771,1
5772,24
5773,10
5774,1
5775,10
5776,16
5777,10
5778,1
5779,17
5780,28
5781,16
5782,10
5783,24
5784,26
5785,12
5786,29
5787,12
5788,3
5789,12
5790,29
5791,18
5792,29
5793,12
5794,30
5795,12
5796,3
5797,12
5798,30
5799,3
5800,26
5801,24
5802,26
5803,12
5804,4
5805,28
5806,17
5807,18
5808,17
5809,1
5810,4
5811,10
5812,4
5813,13
5814,14
5815,13
5816,12
5817,16
5818,1
5819,4
5820,13
5821,12
5822,29
5823,12
5824,26
5825,24
5826,26
5827,3
5828,12
5829,3
5830,13
5831,16
5832,10
5833,4
5834,18
5835,4
5836,18
5837,17
5838,18
5839,4
5840,16
5841,4
5842,28
5843,17
5844,18
5845,17
5846,18
5847,17
5848,28
5849,4
5850,28
5851,17
5852,18
5853,4
5854,17
5855,28
5856,4
5857,17
5858,1
5859,17
5860,28
5861,17
5862,14
5863,13
5864,14
5865,28
5866,16
5867,28
5868,4
5869,28
5870,14
5871,8
5872,23
5873,15
5874,25
5875,21
5876,15
5877,11
5878,15
5879,9
5880,23
5881,9
5882,25
5883,15
5884,23
5885,6
5886,7
5887,25
5888,15
5889,7
5890,6
5891,23
5892,8
5893,11
5894,6
5895,20
5896,6
5897,23
5898,15
5899,9
5900,25
5901,15
5902,25
5903,9
5904,15
5905,25
5906,2
5907,23
5908,8
5909,5
5910,8
5911,11
5912,6
5913,23
5914,5
5915,23
5916,5
5917,15
5918,11
5919,6
5920,20
5921,6
5922,2
5923,9
5924,23
5925,2
5926,6
5927,20
5928,6
5929,5
5930,27
5931,19
5932,2
5933,19
5934,8
5935,23
5936,8
5937,14
5938,17
5939,18
5940,29
5941,12
5942,4
5943,12
5944,29
5945,12
5946,3
5947,12
5948,13
5949,3
5950,30
5951,3
5952,30
5953,12
5954,26
5955,24
5956,4
5957,13
5958,3
5959,30
5960,12
5961,30
5962,12
5963,3
5964,13
5965,3
5966,30
5967,3
5968,30
5969,3
5970,12
5971,13
5972,4
5973,28
5974,16
5975,10
5976,1
5977,16
5978,4
5979,16
5980,1
5981,16
5982,12
5983,13
5984,3
5985,12
5986,16
5987,13
5988,14
5989,13
5990,16
5991,13
5992,3
5993,16
5994,1
5995,4
5996,28
5997,14
5998,17
5999,1
6000,24
6001,26
6002,3
6003,16
6004,10
6005,4
6006,13
6007,16
6008,28
6009,14
6010,8
6011,23
6012,2
6013,6
6014,23
6015,5
6016,15
6017,23
6018,6
6019,7
6020,19
6021,2
6022,20
6023,2
6024,6
6025,23
6026,5
6027,8
6028,5
6029,6
6030,20
6031,6
6032,7
6033,25
6034,15
6035,5
6036,6
6037,23
6038,6
6039,8
6040,11
6041,6
6042,7
6043,19
6044,2
6045,20
6046,6
6047,11
6048,15
6049,7
6050,19
6051,27
6052,6
6053,5
6054,15
6055,21
6056,15
6057,23
6058,9
6059,25
6060,21
6061,15
6062,7
6063,15
6064,25
6065,2
6066,19
6067,8
6068,14
6069,17
6070,14
6071,17
6072,14
6073,28
6074,14
6075,13
6076,3
6077,13
6078,12
6079,17
6080,14
6081,13
6082,3
6083,13
6084,12
6085,3
6086,26
6087,3
6088,16
6089,28
6090,17
6091,4
6092,1
6093,16
6094,22
6095,16
6096,4
6097,24
6098,10
6099,1
6100,10
6101,16
6102,22
6103,16
6104,13
6105,4
6106,24
6107,10
6108,4
6109,17
6110,12
6111,29
6112,12
6113,29
6114,12
6115,17
6116,1
6117,4
6118,12
6119,26
6120,24
6121,10
6122,16
6123,1
6124,17
6125,12
6126,30
6127,3
6128,12
6129,26
6130,3
6131,30
6132,12
6133,16
6134,22
6135,16
6136,10
6137,24
6138,10
6139,1
6140,16
6141,4
6142,13
6143,16
6144,22
6145,16
6146,13
6147,4
6148,17
6149,14
6150,13
6151,14
6152,13
6153,14
6154,13
6155,16
6156,1
6157,4
6158,16
6159,12
6160,26
6161,24
6162,10
6163,16
6164,13
6165,4
6166,17
6167,28
6168,4
6169,28
6170,16
6171,1
6172,16
6173,1
6174,17
6175,14
6176,28
6177,14
6178,17
6179,28
6180,14
6181,13
6182,16
6183,3
6184,30
6185,3
6186,30
6187,3
6188,16
6189,3
6190,26
6191,24
6192,1
6193,10
6194,4
6195,1
6196,17
6197,14
6198,17
6199,28
6200,17
6201,4
6202,12
6203,17
6204,28
6205,4
6206,28
6207,14
6208,17
6209,1
6210,24
6211,4
6212,16
6213,1
6214,16
6215,10
6216,1
6217,16
6218,3
6219,16
6220,4
6221,13
6222,16
6223,3
6224,13
6225,12
6226,26
6227,24
6228,1
6229,16
6230,3
6231,26
6232,12
6233,26
6234,24
6235,26
6236,3
6237,13
6238,16
6239,3
6240,13
6241,3
6242,26
6243,3
6244,30
6245,12
6246,3
6247,30
6248,12
6249,17
6250,1
6251,17
6252,12
6253,16
6254,1
6255,17
6256,12
6257,13
6258,16
6259,4
6260,12
6261,29
6262,12
6263,13
6264,16
6265,4
6266,13
6267,4
6268,24
6269,4
6270,17
6271,12
6272,26
6273,3
6274,26
6275,12
6276,17
6277,14
6278,28
6279,16
6280,28
6281,16
6282,4
6283,1
6284,24
6285,10
6286,24
6287,10
6288,24
6289,4
6290,12
6291,29
6292,12
6293,3
6294,30
6295,12
6296,26
6297,24
6298,1
6299,24
6300,1
6301,4
6302,24
6303,4
6304,18
6305,4
6306,28
6307,14
6308,13
6309,4
6310,28
6311,16
6312,4
6313,13
6314,12
6315,16
6316,1
6317,4
6318,28
6319,14
6320,28
6321,14
6322,13
6323,12
6324,13
6325,3
6326,26
6327,12
6328,4
6329,13
6330,16
6331,28
6332,16
6333,22
6334,16
6335,12
6336,29
6337,12
6338,30
6339,3
6340,30
6341,12
6342,26
6343,12
6344,13
6345,16
6346,1
6347,16
6348,13
6349,3
6350,26
6351,24
6352,26
6353,12
6354,16
6355,1
6356,17
6357,18
6358,17
6359,14
6360,8
6361,6
6362,7
6363,15
6364,23
6365,9
6366,23
6367,9
6368,23
6369,9
6370,15
6371,7
6372,15
6373,7
6374,6
6375,5
6376,15
6377,21
6378,15
6379,9
6380,25
6381,7
6382,19
6383,27
6384,6
6385,2
6386,20
6387,2
6388,19
6389,2
6390,6
6391,7
6392,15
6393,21
6394,23
6395,8
6396,5
6397,8
6398,23
6399,21
6400,15
6401,5
6402,6
6403,20
6404,2
6405,23
6406,2
6407,6
6408,11
6409,8
6410,19
6411,27
6412,5
6413,27
6414,5
6415,8
6416,6
6417,2
6418,6
6419,23
6420,6
6421,8
6422,23
6423,8
6424,11
6425,8
6426,6
6427,20
6428,6
6429,11
6430,15
6431,5
6432,15
6433,23
6434,21
6435,15
6436,21
6437,15
6438,5
6439,27
6440,19
6441,2
6442,20
6443,6
6444,11
6445,8
6446,11
6447,15
6448,7
6449,15
6450,7
6451,19
6452,2
6453,9
6454,25
6455,9
6456,2
6457,20
6458,6
6459,20
6460,6
6461,8
6462,23
6463,8
6464,14
6465,28
6466,14
6467,13
6468,14
6469,17
6470,4
6471,24
6472,4
6473,12
6474,4
6475,17
6476,18
6477,4
6478,1
6479,17
6480,14
6481,13
6482,14
6483,28
6484,14
6485,28
6486,16
6487,22
6488,16
6489,10
6490,1
6491,17
6492,12
6493,29
6494,12
6495,26
6496,3
6497,12
6498,29
6499,18
6500,29
6501,18
6502,29
6503,12
6504,4
6505,13
6506,3
6507,13
6508,3
6509,12
6510,13
6511,3
6512,13
6513,4
6514,16
6515,10
6516,16
6517,4
6518,10
6519,1
6520,4
6521,10
6522,1
6523,16
6524,28
6525,4
6526,17
6527,14
6528,13
6529,12
6530,13
6531,3
6532,16
6533,12
6534,16
6535,28
6536,14
6537,28
6538,14
6539,13
6540,4
6541,10
6542,16
6543,4
6544,28
6545,4
6546,16
6547,4
6548,28
6549,17
6550,14
6551,8
6552,5
6553,6
6554,8
6555,19
6556,2
6557,23
6558,21
6559,25
6560,21
6561,25
6562,9
6563,23
6564,9
6565,15
6566,23
6567,8
6568,6
6569,7
6570,15
6571,23
6572,2
6573,19
6574,27
6575,19
6576,2
6577,20
6578,6
6579,20
6580,6
6581,8
6582,6
6583,11
6584,15
6585,23
6586,15
6587,5
6588,23
6589,9
6590,25
6591,9
6592,23
6593,21
6594,15
6595,7
6596,6
6597,27
6598,19
6599,8
6600,6
6601,7
6602,25
6603,9
6604,25
6605,21
6606,23
6607,6
6608,11
6609,6
6610,23
6611,2
6612,19
6613,27
6614,19
6615,7
6616,19
6617,27
6618,6
6619,20
6620,6
6621,8
6622,5
6623,23
6624,5
6625,8
6626,23
6627,2
6628,23
6629,5
6630,8
6631,5
6632,15
6633,25
6634,15
6635,21
6636,15
6637,5
6638,8
6639,6
6640,20
6641,6
6642,23
6643,2
6644,25
6645,7
6646,6
6647,27
6648,5
6649,23
6650,21
6651,15
6652,21
6653,15
6654,5
6655,27
6656,19
6657,27
6658,5
6659,27
6660,5
6661,8
6662,5
6663,8
6664,19
6665,8
6666,11
6667,15
6668,7
6669,19
6670,27
6671,19
6672,7
6673,25
6674,7
6675,6
6676,20
6677,2
6678,23
6679,8
6680,6
6681,5
6682,15
6683,21
6684,23
6685,6
6686,5
6687,8
6688,14
6689,17
6690,28
6691,17
6692,18
6693,29
6694,12
6695,29
6696,18
6697,17
6698,14
6699,28
6700,4
6701,10
6702,1
6703,24
6704,4
6705,1
6706,4
6707,24
6708,1
6709,4
6710,12
6711,16
6712,22
6713,16
6714,3
6715,12
6716,17
6717,1
6718,24
6719,4
6720,1
6721,4
6722,13
6723,14
6724,13
6725,12
6726,17
6727,4
6728,1
6729,16
6730,3
6731,16
6732,12
6733,13
6734,12
6735,17
6736,12
6737,3
6738,13
6739,3
6740,30
6741,3
6742,30
6743,3
6744,13
6745,4
6746,28
6747,4
6748,18
6749,29
6750,18
6751,17
6752,12
6753,26
6754,24
6755,26
6756,12
6757,3
6758,30
6759,3
6760,30
6761,12
6762,16
6763,1
6764,17
6765,18
6766,17
6767,28
6768,4
6769,18
6770,29
6771,12
6772,4
6773,18
6774,29
6775,18
6776,17
6777,14
6778,17
6779,28
6780,4
6781,24
6782,4
6783,12
6784,4
6785,12
6786,4
6787,18
6788,4
6789,10
6790,24
6791,10
6792,1
6793,4
6794,13
6795,4
6796,24
6797,26
6798,24
6799,10
6800,4
6801,24
6802,10
6803,1
6804,16
6805,22
6806,16
6807,22
6808,16
6809,3
6810,30
6811,12
6812,29
6813,18
6814,17
6815,18
6816,17
6817,28
6818,17
6819,12
6820,29
6821,18
6822,29
6823,12
6824,16
6825,1
6826,24
6827,1
6828,24
6829,26
6830,3
6831,30
6832,12
6833,4
6834,28
6835,16
6836,22
6837,16
6838,4
6839,16
6840,13
6841,3
6842,26
6843,3
6844,30
6845,3
6846,16
6847,22
6848,16
6849,1
6850,10
6851,16
6852,4
6853,17
6854,1
6855,17
6856,28
6857,4
6858,12
6859,26
6860,12
6861,17
6862,14
6863,8
6864,11
6865,15
6866,9
6867,25
6868,2
6869,20
6870,2
6871,23
6872,6
6873,27
6874,19
6875,2
6876,9
6877,25
6878,9
6879,15
6880,7
6881,15
6882,9
6883,2
6884,20
6885,2
6886,6
6887,7
6888,15
6889,7
6890,15
6891,5
6892,27
6893,5
6894,15
6895,23
6896,5
6897,15
6898,23
6899,2
6900,19
6901,27
6902,19
6903,7
6904,25
6905,9
6906,25
6907,15
6908,23
6909,2
6910,25
6911,7
6912,6
6913,2
6914,20
6915,6
6916,2
6917,23
6918,2
6919,9
6920,2
6921,23
6922,2
6923,23
6924,9
6925,15
6926,7
6927,6
6928,20
6929,2
6930,6
6931,5
6932,27
6933,6
6934,27
6935,19
6936,27
6937,5
6938,8
6939,6
6940,8
6941,5
6942,27
6943,19
6944,2
6945,23
6946,15
6947,7
6948,15
6949,11
6950,8
6951,14
6952,17
6953,1
6954,16
6955,1
6956,24
6957,4
6958,1
6959,24
6960,26
6961,12
6962,26
6963,3
6964,12
6965,3
6966,30
6967,3
6968,26
6969,12
6970,3
6971,30
6972,3
6973,13
6974,16
6975,12
6976,30
6977,12
6978,17
6979,18
6980,29
6981,12
6982,13
6983,4
6984,12
6985,4
6986,12
6987,13
6988,16
6989,3
6990,26
6991,12
6992,29
6993,12
6994,17
6995,18
6996,4
6997,13
6998,3
6999,12
7000,30
7001,3
7002,26
7003,3
7004,12
7005,3
7006,13
7007,3
7008,12
7009,3
7010,26
7011,24
7012,26
7013,3
7014,26
7015,12
7016,26
7017,24
7018,10
7019,16
7020,28
7021,17
7022,12
7023,30
7024,12
7025,29
7026,12
7027,29
7028,18
7029,17
7030,14
7031,13
7032,4
7033,10
7034,24
7035,26
7036,24
7037,10
7038,4
7039,13
7040,12
7041,3
7042,30
7043,3
7044,13
7045,3
7046,30
7047,3
7048,26
7049,3
7050,12
7051,4
7052,16
7053,10
7054,16
7055,10
7056,16
7057,28
7058,14
7059,17
7060,4
7061,16
7062,13
7063,3
7064,13
7065,14
7066,28
7067,4
7068,16
7069,28
7070,14
7071,8
7072,5
7073,6
7074,8
7075,5
7076,27
7077,19
7078,7
7079,25
7080,2
7081,19
7082,7
7083,6
7084,5
7085,8
7086,5
7087,8
7088,5
7089,15
7090,11
7091,8
7092,11
7093,15
7094,9
7095,2
7096,6
7097,27
7098,6
7099,23
7100,15
7101,11
7102,8
7103,19
7104,2
7105,23
7106,9
7107,2
7108,20
7109,2
7110,9
7111,25
7112,2
7113,25
7114,21
7115,25
7116,21
7117,25
7118,21
7119,23
7120,8
7121,14
7122,17
7123,18
7124,17
7125,14
7126,17
7127,4
7128,18
7129,17
7130,14
7131,28
7132,14
7133,8
7134,19
7135,8
7136,5
7137,23
7138,5
7139,23
7140,2
7141,6
7142,23
7143,6
7144,20
7145,6
7146,5
7147,27
7148,6
7149,8
7150,11
7151,15
7152,7
7153,6
7154,5
7155,15
7156,7
7157,6
7158,11
7159,15
7160,25
7161,21
7162,15
7163,7
7164,19
7165,27
7166,5
7167,6
7168,8
7169,23
7170,5
7171,8
7172,6
7173,8
7174,14
7175,28
7176,17
7177,18
7178,29
7179,12
7180,4
7181,18
7182,4
7183,18
7184,29
7185,12
7186,30
7187,3
7188,16
7189,12
7190,30
7191,12
7192,29
7193,18
7194,29
7195,12
7196,13
7197,16
7198,4
7199,10
7200,1
7201,16
7202,22
7203,16
7204,3
7205,12
7206,29
7207,12
7208,13
7209,3
7210,26
7211,24
7212,4
7213,12
7214,26
7215,3
7216,30
7217,12
7218,26
7219,12
7220,29
7221,12
7222,26
7223,12
7224,30
7225,12
7226,17
7227,4
7228,16
7229,28
7230,14
7231,28
7232,17
7233,4
7234,16
7235,4
7236,17
7237,12
7238,3
7239,26
7240,24
7241,26
7242,24
7243,1
7244,16
7245,28
7246,16
7247,22
7248,16
7249,3
7250,12
7251,17
7252,14
7253,8
7254,14
7255,13
7256,4
7257,12
7258,29
7259,12
7260,13
7261,14
7262,17
7263,28
7264,17
7265,18
7266,4
7267,18
7268,29
7269,18
7270,4
7271,12
7272,26
7273,24
7274,10
7275,16
7276,22
7277,16
7278,12
7279,26
7280,3
7281,13
7282,12
7283,13
7284,16
7285,1
7286,10
7287,24
7288,4
7289,10
7290,24
7291,26
7292,12
7293,30
7294,12
7295,26
7296,12
7297,4
7298,28
7299,16
7300,10
7301,1
7302,16
7303,13
7304,3
7305,12
7306,3
7307,30
7308,12
7309,16
7310,4
7311,28
7312,17
7313,12
7314,30
7315,3
7316,30
7317,12
7318,26
7319,12
7320,26
7321,24
7322,26
7323,24
7324,10
7325,1
7326,24
7327,10
7328,4
7329,10
7330,24
7331,10
7332,4
7333,1
7334,17
7335,28
7336,14
7337,8
7338,5
7339,23
7340,5
7341,8
7342,5
7343,8
7344,19
7345,27
7346,6
7347,8
7348,19
7349,2
7350,25
7351,7
7352,15
7353,5
7354,6
7355,11
7356,8
7357,14
7358,8
7359,11
7360,15
7361,9
7362,25
7363,15
7364,23
7365,5
7366,6
7367,27
7368,19
7369,7
7370,15
7371,21
7372,25
7373,7
7374,6
7375,2
7376,19
7377,2
7378,6
7379,5
7380,23
7381,8
7382,5
7383,6
7384,8
7385,6
7386,23
7387,9
7388,2
7389,19
7390,8
7391,19
7392,7
7393,25
7394,21
7395,25
7396,15
7397,9
7398,2
7399,20
7400,6
7401,11
7402,15
7403,11
7404,6
7405,23
7406,21
7407,23
7408,8
7409,14
7410,28
7411,16
7412,1
7413,16
7414,10
7415,4
7416,12
7417,13
7418,16
7419,1
7420,16
7421,4
7422,12
7423,4
7424,1
7425,24
7426,10
7427,4
7428,28
7429,14
7430,28
7431,4
7432,12
7433,26
7434,12
7435,29
7436,12
7437,13
7438,4
7439,13
7440,4
7441,17
7442,14
7443,8
7444,6
7445,20
7446,2
7447,20
7448,2
7449,6
7450,2
7451,25
7452,7
7453,19
7454,2
7455,25
7456,21
7457,15
7458,25
7459,7
7460,25
7461,9
7462,25
7463,15
7464,23
7465,9
7466,25
7467,7
7468,15
7469,25
7470,21
7471,25
7472,21
7473,15
7474,25
7475,9
7476,2
7477,20
7478,2
7479,25
7480,21
7481,23
7482,2
7483,6
7484,20
7485,2
7486,23
7487,9
7488,15
7489,11
7490,6
7491,2
7492,20
7493,2
7494,23
7495,21
7496,25
7497,9
7498,15
7499,11
7500,6
7501,7
7502,25
7503,9
7504,25
7505,7
7506,15
7507,23
7508,9
7509,2
7510,6
7511,7
7512,6
7513,7
7514,25
7515,2
7516,20
7517,6
7518,7
7519,15
7520,5
7521,6
7522,5
7523,8
7524,23
7525,8
7526,11
7527,8
7528,11
7529,8
7530,5
7531,27
7532,5
7533,6
7534,7
7535,25
7536,2
7537,9
7538,15
7539,7
7540,25
7541,9
7542,23
7543,5
7544,15
7545,25
7546,7
7547,25
7548,21
7549,25
7550,2
7551,20
7552,6
7553,11
7554,15
7555,23
7556,15
7557,11
7558,15
7559,7
7560,25
7561,2
7562,9
7563,15
7564,7
7565,25
7566,2
7567,20
7568,6
7569,2
7570,9
7571,2
7572,23
7573,15
7574,21
7575,23
7576,15
7577,11
7578,8
7579,11
7580,15
7581,9
7582,25
7583,15
7584,7
7585,25
7586,2
7587,9
7588,25
7589,9
7590,25
7591,15
7592,23
7593,2
7594,9
7595,15
7596,23
7597,9
7598,23
7599,6
7600,23
7601,8
7602,19
7603,8
7604,6
7605,11
7606,6
7607,5
7608,27
7609,5
7610,6
7611,8
7612,11
7613,6
7614,20
7615,2
7616,25
7617,7
7618,15
7619,5
7620,8
7621,5
7622,8
7623,23
7624,6
7625,11
7626,15
7627,25
7628,2
7629,6
7630,2
7631,9
7632,15
7633,7
7634,19
7635,2
7636,20
7637,6
7638,7
7639,25
7640,7
7641,15
7642,11
7643,8
7644,19
7645,7
7646,19
7647,27
7648,5
7649,8
7650,14
7651,13
7652,14
7653,8
7654,6
7655,23
7656,6
7657,7
7658,6
7659,11
7660,6
7661,11
7662,6
7663,2
7664,19
7665,8
7666,5
7667,15
7668,21
7669,25
7670,21
7671,23
7672,5
7673,8
7674,11
7675,6
7676,2
7677,20
7678,2
7679,6
7680,23
7681,15
7682,25
7683,9
7684,25
7685,15
7686,9
7687,23
7688,8
7689,11
7690,6
7691,8
7692,5
7693,6
7694,20
7695,2
7696,9
7697,23
7698,15
7699,7
7700,15
7701,7
7702,25
7703,2
7704,20
7705,2
7706,19
7707,8
7708,14
7709,17
7710,4
7711,24
7712,26
7713,24
7714,10
7715,1
7716,10
7717,24
7718,4
7719,17
7720,1
7721,17
7722,14
7723,28
7724,14
7725,13
7726,14
7727,17
7728,28
7729,14
7730,8
7731,19
7732,27
7733,19
7734,27
7735,19
7736,7
7737,19
7738,8
7739,6
7740,8
7741,23
7742,6
7743,8
7744,19
7745,8
7746,11
7747,15
7748,23
7749,5
7750,8
7751,6
7752,7
7753,19
7754,8
7755,14
7756,28
7757,14
7758,28
7759,4
7760,17
7761,28
7762,14
7763,28
7764,14
7765,28
7766,16
7767,28
7768,4
7769,24
7770,26
7771,12
7772,13
7773,3
7774,12
7775,3
7776,30
7777,3
7778,16
7779,13
7780,4
7781,12
7782,16
7783,22
7784,16
7785,3
7786,13
7787,16
7788,12
7789,4
7790,24
7791,4
7792,13
7793,14
7794,17
7795,1
7796,24
7797,4
7798,18
7799,29
7800,12
7801,13
7802,16
7803,13
7804,12
7805,16
7806,3
7807,16
7808,1
7809,16
7810,13
7811,14
7812,28
7813,17
7814,28
7815,4
7816,28
7817,17
7818,14
7819,28
7820,14
7821,13
7822,4
7823,24
7824,4
7825,28
7826,14
7827,28
7828,17
7829,18
7830,17
7831,28
7832,4
7833,12
7834,4
7835,10
7836,4
7837,12
7838,4
7839,24
7840,1
7841,10
7842,16
7843,13
7844,14
7845,13
7846,16
7847,22
7848,16
7849,22
7850,16
7851,3
7852,30
7853,12
7854,13
7855,4
7856,24
7857,26
7858,24
7859,26
7860,3
7861,12
7862,29
7863,18
7864,4
7865,24
7866,4
7867,12
7868,17
7869,12
7870,30
7871,3
7872,16
7873,1
7874,24
7875,4
7876,24
7877,26
7878,3
7879,12
7880,29
7881,12
7882,16
7883,4
7884,1
7885,24
7886,1
7887,17
7888,28
7889,4
7890,16
7891,13
7892,12
7893,4
7894,13
7895,4
7896,16
7897,22
7898,16
7899,13
7900,14
7901,8
7902,6
7903,27
7904,6
7905,23
7906,15
7907,9
7908,2
7909,25
7910,21
7911,23
7912,6
7913,8
7914,19
7915,7
7916,6
7917,2
7918,20
7919,2
7920,9
7921,2
7922,9
7923,15
7924,5
7925,8
7926,14
7927,8
7928,19
7929,27
7930,19
7931,8
7932,19
7933,7
7934,19
7935,2
7936,23
7937,15
7938,5
7939,27
7940,5
7941,27
7942,19
7943,8
7944,14
7945,8
7946,11
7947,6
7948,5
7949,15
7950,23
7951,9
7952,25
7953,15
7954,9
7955,25
7956,2
7957,9
7958,2
7959,19
7960,27
7961,6
7962,11
7963,15
7964,21
7965,23
7966,8
7967,23
7968,2
7969,25
7970,15
7971,7
7972,25
7973,7
7974,25
7975,15
7976,11
7977,8
7978,11
7979,15
7980,5
7981,8
7982,23
7983,2
7984,6
7985,2
7986,6
7987,11
7988,8
7989,6
7990,27
7991,6
7992,23
7993,2
7994,25
7995,21
7996,25
7997,9
7998,23
7999,9
8000,2
8001,19
8002,27
8003,5
8004,6
8005,11
8006,15
8007,7
8008,15
8009,25
8010,7
8011,6
8012,7
8013,19
8014,7
8015,15
8016,11
8017,15
8018,11
8019,15
8020,7
8021,15
8022,5
8023,23
8024,9
8025,23
8026,5
8027,8
8028,19
8029,2
8030,20
8031,6
8032,2
8033,20
8034,2
8035,9
8036,25
8037,21
8038,15
8039,25
8040,21
8041,25
8042,15
8043,21
8044,15
8045,7
8046,6
8047,20
8048,2
8049,6
8050,2
8051,19
8052,27
8053,6
8054,2
8055,6
8056,23
8057,6
8058,2
8059,9
8060,23
8061,2
8062,23
8063,21
8064,23
8065,8
8066,11
8067,15
8068,21
8069,25
8070,21
8071,25
8072,21
8073,25
8074,7
8075,25
8076,2
8077,20
8078,6
8079,27
8080,5
8081,23
8082,8
8083,19
8084,7
8085,15
8086,25
8087,2
8088,19
8089,8
8090,14
8091,28
8092,16
8093,1
8094,24
8095,26
8096,12
8097,13
8098,14
8099,8
8100,5
8101,8
8102,23
8103,9
8104,2
8105,23
8106,21
8107,15
8108,9
8109,23
8110,9
8111,25
8112,15
8113,25
8114,2
8115,9
8116,15
8117,25
8118,15
8119,7
8120,19
8121,8
8122,14
8123,28
8124,17
8125,12
8126,30
8127,12
8128,26
8129,12
8130,29
8131,12
8132,17
8133,12
8134,29
8135,18
8136,17
8137,4
8138,18
8139,17
8140,1
8141,17
8142,14
8143,13
